n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL-LD
9,1,330,330,0.033,0.0033,1.16916	
9,1,330,330,0.033,0.01,1.16698	
9,1,330,330,0.033,0.033,1.16698	
9,1,330,330,0.033,0.1,1.16308	
9,1,330,330,0.033,0.33,1.16308	
9,1,330,330,0.1,0.001,1.16308	
9,1,330,330,0.1,0.0033,1.16308	
9,1,330,330,0.1,0.01,1.1609	
9,1,330,330,0.1,0.033,1.16481	
9,1,330,330,0.1,0.1,1.16526	
9,1,330,330,0.1,0.33,1.16308	
9,1,330,330,0.3,0.001,1.16308	
9,1,330,330,0.3,0.0033,1.16916	
9,1,330,330,0.3,0.01,1.16526	
9,1,330,330,0.3,0.033,1.16526	
9,1,330,330,0.3,0.1,1.1609	
9,1,330,330,0.3,0.33,1.1609	
9,1,330,330,0.9,0.001,1.16526	
9,1,330,330,0.9,0.0033,1.16526	
9,1,330,330,0.9,0.01,1.16135	
9,1,330,330,0.9,0.033,1.1609	
9,1,330,330,0.9,0.1,1.16308	
9,1,330,330,0.9,0.33,1.16308	
9,1,3300,100,0.01,0.001,1.16698	
9,1,3300,100,0.01,0.0033,1.16526	
9,1,3300,100,0.01,0.01,1.16698	
9,1,3300,100,0.01,0.033,1.16916	
9,1,3300,100,0.01,0.1,1.16698	
9,1,3300,100,0.01,0.33,1.16916	
9,1,3300,100,0.033,0.001,1.16698	
9,1,3300,100,0.033,0.0033,1.16698	
9,1,3300,100,0.033,0.01,1.16526	
9,1,3300,100,0.033,0.033,1.16916	
9,1,3300,100,0.033,0.1,1.16698	
9,1,3300,100,0.033,0.33,1.16526	
9,1,3300,100,0.1,0.001,1.16308	
9,1,3300,100,0.1,0.0033,1.16308	
9,1,3300,100,0.1,0.01,1.16698	
9,1,3300,100,0.1,0.033,1.16526	
9,1,3300,100,0.1,0.1,1.16698	
9,1,3300,100,0.1,0.33,1.16308	
9,1,3300,100,0.3,0.001,1.16308	
9,1,3300,100,0.3,0.0033,1.16135	
9,1,3300,100,0.3,0.01,1.16526	
9,1,3300,100,0.3,0.033,1.16526	
9,1,3300,100,0.3,0.1,1.16744	
9,1,3300,100,0.3,0.33,1.16308	
9,1,3300,100,0.9,0.001,1.16526	
9,1,3300,100,0.9,0.0033,1.16526	
9,1,3300,100,0.9,0.01,1.16308	
9,1,3300,100,0.9,0.033,1.16744	
9,1,3300,100,0.9,0.1,1.16135	
9,1,3300,100,0.9,0.33,1.16698	
9,1,3300,1000,0.01,0.001,1.16916	
9,1,3300,1000,0.01,0.0033,1.17525	
9,1,3300,1000,0.01,0.01,1.17915	
9,1,3300,1000,0.01,0.033,1.17525	
9,1,3300,1000,0.01,0.1,1.17307	
9,1,3300,1000,0.01,0.33,1.17525	
9,1,3300,1000,0.033,0.001,1.17134	
9,1,3300,1000,0.033,0.0033,1.17134	
9,1,3300,1000,0.033,0.01,1.16916	
9,1,3300,1000,0.033,0.033,1.16916	
9,1,3300,1000,0.033,0.1,1.16916	
9,1,3300,1000,0.033,0.33,1.16526	
9,1,3300,1000,0.1,0.001,1.16744	
9,1,3300,1000,0.1,0.0033,1.17134	
9,1,3300,1000,0.1,0.01,1.16916	
9,1,3300,1000,0.1,0.033,1.16744	
9,1,3300,1000,0.1,0.1,1.16916	
9,1,3300,1000,0.1,0.33,1.16916	
9,1,3300,1000,0.3,0.001,1.16916	
9,1,3300,1000,0.3,0.0033,1.16916	
9,1,3300,1000,0.3,0.01,1.16916	
9,1,3300,1000,0.3,0.033,1.16526	
9,1,3300,1000,0.3,0.1,1.16698	
9,1,3300,1000,0.3,0.33,1.16916	
9,1,3300,1000,0.9,0.001,1.16916	
9,1,3300,1000,0.9,0.0033,1.17134	
9,1,3300,1000,0.9,0.01,1.17307	
9,1,3300,1000,0.9,0.033,1.16916	
9,1,3300,1000,0.9,0.1,1.16916	
9,1,3300,1000,0.9,0.33,1.17134	
9,1,3300,33,0.01,0.001,1.16916	
9,1,3300,33,0.01,0.0033,1.16308	
9,1,3300,33,0.01,0.01,1.16698	
9,1,3300,33,0.01,0.033,1.17134	
9,1,3300,33,0.01,0.1,1.16526	
9,1,3300,33,0.01,0.33,1.16916	
9,1,3300,33,0.033,0.001,1.16308	
9,1,3300,33,0.033,0.0033,1.1609	
9,1,3300,33,0.033,0.01,1.16308	
9,1,3300,33,0.033,0.033,1.16916	
9,1,3300,33,0.033,0.1,1.16308	
9,1,3300,33,0.033,0.33,1.16308	
9,1,3300,33,0.1,0.001,1.16308	
9,1,3300,33,0.1,0.0033,1.16308	
9,1,3300,33,0.1,0.01,1.16698	
9,1,3300,33,0.1,0.033,1.16308	
9,1,3300,33,0.1,0.1,1.16308	
9,1,3300,33,0.1,0.33,1.16308	
9,1,3300,33,0.3,0.001,1.16526	
9,1,3300,33,0.3,0.0033,1.1609	
9,1,3300,33,0.3,0.01,1.16308	
9,1,3300,33,0.3,0.033,1.16308	
9,1,3300,33,0.3,0.1,1.1609	
9,1,3300,33,0.3,0.33,1.16744	
9,1,3300,33,0.9,0.001,1.16308	
9,1,3300,33,0.9,0.0033,1.16698	
9,1,3300,33,0.9,0.01,1.15917	
9,1,3300,33,0.9,0.033,1.16308	
9,1,3300,33,0.9,0.1,1.17089	
9,1,3300,33,0.9,0.33,1.16526	
9,1,3300,330,0.01,0.001,1.16698	
9,1,3300,330,0.01,0.0033,1.16698	
9,1,3300,330,0.01,0.01,1.16916	
9,1,3300,330,0.01,0.033,1.17525	
9,1,3300,330,0.01,0.1,1.16698	
9,1,3300,330,0.01,0.33,1.17134	
9,1,3300,330,0.033,0.001,1.16526	
9,1,3300,330,0.033,0.0033,1.16526	
9,1,3300,330,0.033,0.01,1.16308	
9,1,3300,330,0.033,0.033,1.16916	
9,1,3300,330,0.033,0.1,1.16698	
9,1,3300,330,0.033,0.33,1.16698	
9,1,3300,330,0.1,0.001,1.16744	
9,1,3300,330,0.1,0.0033,1.16916	
9,1,3300,330,0.1,0.01,1.16698	
9,1,3300,330,0.1,0.033,1.16526	
9,1,3300,330,0.1,0.1,1.16526	
9,1,3300,330,0.1,0.33,1.16916	
9,1,3300,330,0.3,0.001,1.17134	
9,1,3300,330,0.3,0.0033,1.16526	
9,1,3300,330,0.3,0.01,1.16526	
9,1,3300,330,0.3,0.033,1.16526	
9,1,3300,330,0.3,0.1,1.16698	
9,1,3300,330,0.3,0.33,1.16526	
9,1,3300,330,0.9,0.001,1.16526	
9,1,3300,330,0.9,0.0033,1.16526	
9,1,3300,330,0.9,0.01,1.16698	
9,1,3300,330,0.9,0.033,1.17307	
9,1,3300,330,0.9,0.1,1.17134	
9,1,3300,330,0.9,0.33,1.16698	
