n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL-LD
11,1,1000,100,0.3,0.1,1.19134	
11,1,1000,100,0.3,0.33,1.19289	
11,1,1000,100,0.9,0.001,1.19134	
11,1,1000,100,0.9,0.0033,1.19139	
11,1,1000,100,0.9,0.01,1.19082	
11,1,1000,100,0.9,0.033,1.19438	
11,1,1000,100,0.9,0.1,1.19237	
11,1,1000,100,0.9,0.33,1.19237	
11,1,1000,1000,0.01,0.001,1.19983	
11,1,1000,1000,0.01,0.0033,1.1969	
11,1,1000,1000,0.01,0.01,1.19731	
11,1,1000,1000,0.01,0.033,1.19782	
11,1,1000,1000,0.01,0.1,1.19731	
11,1,1000,1000,0.01,0.33,1.19731	
11,1,1000,1000,0.033,0.001,1.19633	
11,1,1000,1000,0.033,0.0033,1.19587	
11,1,1000,1000,0.033,0.01,1.19536	
11,1,1000,1000,0.033,0.033,1.19438	
11,1,1000,1000,0.033,0.1,1.19489	
11,1,1000,1000,0.033,0.33,1.19438	
11,1,1000,1000,0.1,0.001,1.19386	
11,1,1000,1000,0.1,0.0033,1.19484	
11,1,1000,1000,0.1,0.01,1.19432	
11,1,1000,1000,0.1,0.033,1.19484	
11,1,1000,1000,0.1,0.1,1.19381	
11,1,1000,1000,0.1,0.33,1.19335	
11,1,1000,1000,0.3,0.001,1.19386	
11,1,1000,1000,0.3,0.0033,1.19335	
11,1,1000,1000,0.3,0.01,1.19587	
11,1,1000,1000,0.3,0.033,1.19335	
11,1,1000,1000,0.3,0.1,1.1934	
11,1,1000,1000,0.3,0.33,1.19639	
11,1,1000,1000,0.9,0.001,1.19289	
11,1,1000,1000,0.9,0.0033,1.19335	
11,1,1000,1000,0.9,0.01,1.19639	
11,1,1000,1000,0.9,0.033,1.19386	
11,1,1000,1000,0.9,0.1,1.19386	
11,1,1000,1000,0.9,0.33,1.19484	
11,1,1000,33,0.01,0.001,1.19232	
11,1,1000,33,0.01,0.0033,1.19186	
11,1,1000,33,0.01,0.01,1.19134	
11,1,1000,33,0.01,0.033,1.19191	
11,1,1000,33,0.01,0.1,1.19237	
11,1,1000,33,0.01,0.33,1.19139	
11,1,1000,33,0.033,0.001,1.19237	
11,1,1000,33,0.033,0.0033,1.19191	
11,1,1000,33,0.033,0.01,1.19042	
11,1,1000,33,0.033,0.033,1.19289	
11,1,1000,33,0.033,0.1,1.19145	
11,1,1000,33,0.033,0.33,1.19134	
11,1,1000,33,0.1,0.001,1.19386	
11,1,1000,33,0.1,0.0033,1.19186	
11,1,1000,33,0.1,0.01,1.19186	
11,1,1000,33,0.1,0.033,1.19237	
11,1,1000,33,0.1,0.1,1.1899	
11,1,1000,33,0.1,0.33,1.19088	
11,1,1000,33,0.3,0.001,1.19036	
11,1,1000,33,0.3,0.0033,1.19186	
11,1,1000,33,0.3,0.01,1.18939	
11,1,1000,33,0.3,0.033,1.1899	
11,1,1000,33,0.3,0.1,1.19191	
11,1,1000,33,0.3,0.33,1.19186	
11,1,1000,33,0.9,0.001,1.19134	
11,1,1000,33,0.9,0.0033,1.19088	
11,1,1000,33,0.9,0.01,1.19042	
11,1,1000,33,0.9,0.033,1.19036	
11,1,1000,33,0.9,0.1,1.19237	
11,1,1000,33,0.9,0.33,1.19036	
11,1,1000,330,0.01,0.001,1.19536	
11,1,1000,330,0.01,0.0033,1.19639	
11,1,1000,330,0.01,0.01,1.19536	
11,1,1000,330,0.01,0.033,1.19489	
11,1,1000,330,0.01,0.1,1.19834	
11,1,1000,330,0.01,0.33,1.19289	
11,1,1000,330,0.033,0.001,1.19243	
11,1,1000,330,0.033,0.0033,1.19335	
11,1,1000,330,0.033,0.01,1.19536	
11,1,1000,330,0.033,0.033,1.19386	
11,1,1000,330,0.033,0.1,1.19289	
11,1,1000,330,0.033,0.33,1.19438	
11,1,1000,330,0.1,0.001,1.19237	
11,1,1000,330,0.1,0.0033,1.19386	
11,1,1000,330,0.1,0.01,1.19237	
11,1,1000,330,0.1,0.033,1.19392	
11,1,1000,330,0.1,0.1,1.19283	
11,1,1000,330,0.1,0.33,1.19237	
11,1,1000,330,0.3,0.001,1.19243	
11,1,1000,330,0.3,0.0033,1.19392	
11,1,1000,330,0.3,0.01,1.19335	
11,1,1000,330,0.3,0.033,1.19289	
11,1,1000,330,0.3,0.1,1.19289	
11,1,1000,330,0.3,0.33,1.19289	
11,1,1000,330,0.9,0.001,1.19381	
11,1,1000,330,0.9,0.0033,1.19243	
11,1,1000,330,0.9,0.01,1.19237	
11,1,1000,330,0.9,0.033,1.19335	
11,1,1000,330,0.9,0.1,1.19381	
11,1,1000,330,0.9,0.33,1.19283	
11,1,330,100,0.01,0.001,1.19386	
11,1,330,100,0.01,0.0033,1.19685	
11,1,330,100,0.01,0.01,1.19237	
11,1,330,100,0.01,0.033,1.19386	
11,1,330,100,0.01,0.1,1.19294	
11,1,330,100,0.01,0.33,1.19335	
11,1,330,100,0.033,0.001,1.1934	
11,1,330,100,0.033,0.0033,1.19186	
11,1,330,100,0.033,0.01,1.1934	
11,1,330,100,0.033,0.033,1.19186	
11,1,330,100,0.033,0.1,1.19139	
11,1,330,100,0.033,0.33,1.19134	
11,1,330,100,0.1,0.001,1.19093	
11,1,330,100,0.1,0.0033,1.19134	
11,1,330,100,0.1,0.01,1.19134	
11,1,330,100,0.1,0.033,1.19088	
11,1,330,100,0.1,0.1,1.1899	
11,1,330,100,0.1,0.33,1.19134	
11,1,330,100,0.3,0.001,1.19232	
11,1,330,100,0.3,0.0033,1.19139	
11,1,330,100,0.3,0.01,1.19283	
11,1,330,100,0.3,0.033,1.19139	
11,1,330,100,0.3,0.1,1.19134	
11,1,330,100,0.3,0.33,1.19186	
11,1,330,100,0.9,0.001,1.18985	
11,1,330,100,0.9,0.0033,1.19093	
11,1,330,100,0.9,0.01,1.19088	
11,1,330,100,0.9,0.033,1.19088	
11,1,330,100,0.9,0.1,1.19036	
11,1,330,100,0.9,0.33,1.19186	
11,1,330,1000,0.01,0.001,1.19736	
11,1,330,1000,0.01,0.0033,1.19983	
11,1,330,1000,0.01,0.01,1.19983	
11,1,330,1000,0.01,0.033,1.19582	
11,1,330,1000,0.01,0.1,1.19834	
11,1,330,1000,0.01,0.33,1.19782	
11,1,330,1000,0.033,0.001,1.19335	
11,1,330,1000,0.033,0.0033,1.19536	
11,1,330,1000,0.033,0.01,1.19335	
11,1,330,1000,0.033,0.033,1.19386	
11,1,330,1000,0.033,0.1,1.19335	
11,1,330,1000,0.033,0.33,1.19484	
11,1,330,1000,0.1,0.001,1.19289	
11,1,330,1000,0.1,0.0033,1.19438	
11,1,330,1000,0.1,0.01,1.19294	
11,1,330,1000,0.1,0.033,1.19294	
11,1,330,1000,0.1,0.1,1.19237	
11,1,330,1000,0.1,0.33,1.19289	
11,1,330,1000,0.3,0.001,1.19386	
11,1,330,1000,0.3,0.0033,1.19289	
11,1,330,1000,0.3,0.01,1.1934	
11,1,330,1000,0.3,0.033,1.19335	
11,1,330,1000,0.3,0.1,1.19289	
11,1,330,1000,0.3,0.33,1.19186	
11,1,330,1000,0.9,0.001,1.19386	
11,1,330,1000,0.9,0.0033,1.19283	
11,1,330,1000,0.9,0.01,1.19243	
11,1,330,1000,0.9,0.033,1.19191	
11,1,330,1000,0.9,0.1,1.19484	
11,1,330,1000,0.9,0.33,1.19386	
11,1,330,33,0.01,0.001,1.1934	
11,1,330,33,0.01,0.0033,1.19782	
11,1,330,33,0.01,0.01,1.19088	
11,1,330,33,0.01,0.033,1.19484	
11,1,330,33,0.01,0.1,1.19237	
11,1,330,33,0.01,0.33,1.19283	
11,1,330,33,0.033,0.001,1.19093	
11,1,330,33,0.033,0.0033,1.19191	
11,1,330,33,0.033,0.01,1.18887	
11,1,330,33,0.033,0.033,1.19042	
11,1,330,33,0.033,0.1,1.1899	
11,1,330,33,0.033,0.33,1.19036	
11,1,330,33,0.1,0.001,1.19134	
11,1,330,33,0.1,0.0033,1.18985	
11,1,330,33,0.1,0.01,1.19186	
11,1,330,33,0.1,0.033,1.18939	
11,1,330,33,0.1,0.1,1.19036	
11,1,330,33,0.1,0.33,1.19582	
11,1,330,33,0.3,0.001,1.18841	
11,1,330,33,0.3,0.0033,1.1899	
11,1,330,33,0.3,0.01,1.19237	
11,1,330,33,0.3,0.033,1.19088	
11,1,330,33,0.3,0.1,1.19139	
11,1,330,33,0.3,0.33,1.19082	
11,1,330,33,0.9,0.001,1.18939	
11,1,330,33,0.9,0.0033,1.19186	
11,1,330,33,0.9,0.01,1.19191	
11,1,330,33,0.9,0.033,1.18846	
11,1,330,33,0.9,0.1,1.18939	
11,1,330,33,0.9,0.33,1.19289	
11,1,330,330,0.01,0.001,1.19587	
11,1,330,330,0.01,0.0033,1.19438	
11,1,330,330,0.01,0.01,1.19386	
11,1,330,330,0.01,0.033,1.19685	
11,1,330,330,0.01,0.1,1.19386	
11,1,330,330,0.01,0.33,1.1934	
11,1,330,330,0.033,0.001,1.19443	
11,1,330,330,0.033,0.0033,1.19289	
11,1,330,330,0.033,0.01,1.19289	
11,1,330,330,0.033,0.033,1.19438	
11,1,330,330,0.033,0.1,1.19191	
11,1,330,330,0.033,0.33,1.19237	
11,1,330,330,0.1,0.001,1.19329	
11,1,330,330,0.1,0.0033,1.19186	
11,1,330,330,0.1,0.01,1.19294	
11,1,330,330,0.1,0.033,1.19335	
11,1,330,330,0.1,0.1,1.19237	
11,1,330,330,0.1,0.33,1.19294	
11,1,330,330,0.3,0.001,1.19386	
11,1,330,330,0.3,0.0033,1.19088	
11,1,330,330,0.3,0.01,1.19243	
11,1,330,330,0.3,0.033,1.19186	
11,1,330,330,0.3,0.1,1.19191	
11,1,330,330,0.3,0.33,1.19335	
11,1,330,330,0.9,0.001,1.19237	
11,1,330,330,0.9,0.0033,1.19145	
11,1,330,330,0.9,0.01,1.19237	
11,1,330,330,0.9,0.033,1.19237	
11,1,330,330,0.9,0.1,1.19294	
11,1,330,330,0.9,0.33,1.19191	
11,1,3300,100,0.01,0.001,1.19438	
11,1,3300,100,0.01,0.0033,1.19685	
11,1,3300,100,0.01,0.01,1.19386	
11,1,3300,100,0.01,0.033,1.19478	
11,1,3300,100,0.01,0.1,1.1934	
11,1,3300,100,0.01,0.33,1.19386	
11,1,3300,100,0.033,0.001,1.19289	
11,1,3300,100,0.033,0.0033,1.19438	
11,1,3300,100,0.033,0.01,1.19536	
11,1,3300,100,0.033,0.033,1.19386	
11,1,3300,100,0.033,0.1,1.19335	
11,1,3300,100,0.033,0.33,1.19289	
11,1,3300,100,0.1,0.001,1.19283	
11,1,3300,100,0.1,0.0033,1.19289	
11,1,3300,100,0.1,0.01,1.1934	
11,1,3300,100,0.1,0.033,1.19186	
11,1,3300,100,0.1,0.1,1.19386	
11,1,3300,100,0.1,0.33,1.19484	
11,1,3300,100,0.3,0.001,1.19186	
11,1,3300,100,0.3,0.0033,1.19381	
11,1,3300,100,0.3,0.01,1.19139	
11,1,3300,100,0.3,0.033,1.19489	
11,1,3300,100,0.3,0.1,1.19289	
11,1,3300,100,0.3,0.33,1.19587	
11,1,3300,100,0.9,0.001,1.19232	
11,1,3300,100,0.9,0.0033,1.19386	
11,1,3300,100,0.9,0.01,1.19237	
11,1,3300,100,0.9,0.033,1.19335	
11,1,3300,100,0.9,0.1,1.19335	
11,1,3300,100,0.9,0.33,1.19289	
11,1,3300,33,0.01,0.001,1.19335	
11,1,3300,33,0.01,0.0033,1.19335	
11,1,3300,33,0.01,0.01,1.19484	
11,1,3300,33,0.01,0.033,1.19237	
11,1,3300,33,0.01,0.1,1.19335	
11,1,3300,33,0.01,0.33,1.19191	
11,1,3300,33,0.033,0.001,1.19191	
11,1,3300,33,0.033,0.0033,1.19289	
11,1,3300,33,0.033,0.01,1.19191	
11,1,3300,33,0.033,0.033,1.19191	
11,1,3300,33,0.033,0.1,1.19191	
11,1,3300,33,0.033,0.33,1.19335	
11,1,3300,33,0.1,0.001,1.19042	
11,1,3300,33,0.1,0.0033,1.19237	
11,1,3300,33,0.1,0.01,1.19186	
11,1,3300,33,0.1,0.033,1.19237	
11,1,3300,33,0.1,0.1,1.19237	
11,1,3300,33,0.1,0.33,1.19191	
11,1,3300,33,0.3,0.001,1.1918	
11,1,3300,33,0.3,0.0033,1.19134	
11,1,3300,33,0.3,0.01,1.19289	
11,1,3300,33,0.3,0.033,1.19536	
11,1,3300,33,0.3,0.1,1.19186	
11,1,3300,33,0.3,0.33,1.19582	
11,1,3300,33,0.9,0.001,1.1934	
11,1,3300,33,0.9,0.0033,1.19134	
11,1,3300,33,0.9,0.01,1.19283	
11,1,3300,33,0.9,0.033,1.19088	
11,1,3300,33,0.9,0.1,1.19283	
11,1,3300,33,0.9,0.33,1.19186	
11,1,3300,330,0.9,0.001,1.19536	
11,1,3300,330,0.9,0.0033,1.19386	
11,1,3300,330,0.9,0.01,1.19386	
11,1,3300,330,0.9,0.033,1.19386	
11,1,3300,330,0.9,0.1,1.19386	
11,1,3300,330,0.9,0.33,1.19386	
12,1,100,100,0.01,0.001,1.20115	
12,1,100,100,0.01,0.0033,1.20017	
12,1,100,100,0.01,0.01,1.20115	
12,1,100,100,0.01,0.033,1.20091	
12,1,100,100,0.01,0.1,1.20016	
12,1,100,100,0.01,0.33,1.20165	
12,1,100,100,0.033,0.001,1.1992	
12,1,100,100,0.033,0.0033,1.19994	
12,1,100,100,0.033,0.01,1.19995	
12,1,100,100,0.033,0.033,1.2014	
12,1,100,100,0.033,0.1,1.20039	
12,1,100,100,0.033,0.33,1.19894	
12,1,100,100,0.1,0.001,1.19943	
12,1,100,100,0.1,0.0033,1.20115	
12,1,100,100,0.1,0.01,1.19967	
12,1,100,100,0.1,0.033,1.1999	
12,1,100,100,0.1,0.1,1.20041	
12,1,100,100,0.1,0.33,1.20213	
12,1,100,100,0.3,0.001,1.19918	
12,1,100,100,0.3,0.0033,1.19916	
12,1,100,100,0.3,0.01,1.19945	
12,1,100,100,0.3,0.033,1.20213	
12,1,100,100,0.3,0.1,1.19918	
12,1,100,100,0.3,0.33,1.19918	
12,1,100,100,0.9,0.001,1.19844	
12,1,100,100,0.9,0.0033,1.1992	
12,1,100,100,0.9,0.01,1.19918	
12,1,100,100,0.9,0.033,1.20017	
12,1,100,100,0.9,0.1,1.19822	
12,1,100,100,0.9,0.33,1.19943	
12,1,100,1000,0.01,0.001,1.20486	
12,1,100,1000,0.01,0.0033,1.20534	
12,1,100,1000,0.01,0.01,1.20535	
12,1,100,1000,0.01,0.033,1.20364	
12,1,100,1000,0.01,0.1,1.20411	
12,1,100,1000,0.01,0.33,1.20364	
12,1,100,1000,0.033,0.001,1.20189	
12,1,100,1000,0.033,0.0033,1.2014	
12,1,100,1000,0.033,0.01,1.20116	
12,1,100,1000,0.033,0.033,1.20214	
12,1,100,1000,0.033,0.1,1.20216	
12,1,100,1000,0.033,0.33,1.20242	
12,1,100,1000,0.1,0.001,1.20091	
12,1,100,1000,0.1,0.0033,1.20167	
12,1,100,1000,0.1,0.01,1.2014	
12,1,100,1000,0.1,0.033,1.2009	
12,1,100,1000,0.1,0.1,1.19967	
12,1,100,1000,0.1,0.33,1.20066	
12,1,100,1000,0.3,0.001,1.20266	
12,1,100,1000,0.3,0.0033,1.20066	
12,1,100,1000,0.3,0.01,1.20041	
12,1,100,1000,0.3,0.033,1.20165	
12,1,100,1000,0.3,0.1,1.20288	
12,1,100,1000,0.3,0.33,1.20042	
12,1,100,1000,0.9,0.001,1.20041	
12,1,100,1000,0.9,0.0033,1.20042	
12,1,100,1000,0.9,0.01,1.20093	
12,1,100,1000,0.9,0.033,1.20017	
12,1,100,1000,0.9,0.1,1.20017	
12,1,100,1000,0.9,0.33,1.20016	
12,1,100,33,0.01,0.001,1.20066	
12,1,100,33,0.01,0.0033,1.20044	
12,1,100,33,0.01,0.01,1.19942	
12,1,100,33,0.01,0.033,1.2014	
12,1,100,33,0.01,0.1,1.20091	
12,1,100,33,0.01,0.33,1.20042	
12,1,100,33,0.033,0.001,1.19992	
12,1,100,33,0.033,0.0033,1.19945	
12,1,100,33,0.033,0.01,1.19893	
12,1,100,33,0.033,0.033,1.19819	
12,1,100,33,0.033,0.1,1.19916	
12,1,100,33,0.033,0.33,1.1977	
12,1,100,33,0.1,0.001,1.20066	
12,1,100,33,0.1,0.0033,1.19918	
12,1,100,33,0.1,0.01,1.19844	
12,1,100,33,0.1,0.033,1.19945	
12,1,100,33,0.1,0.1,1.19746	
12,1,100,33,0.1,0.33,1.19916	
12,1,100,33,0.3,0.001,1.19992	
12,1,100,33,0.3,0.0033,1.20093	
12,1,100,33,0.3,0.01,1.1992	
12,1,100,33,0.3,0.033,1.19918	
12,1,100,33,0.3,0.1,1.19918	
12,1,100,33,0.3,0.33,1.19943	
12,1,100,33,0.9,0.001,1.19842	
12,1,100,33,0.9,0.0033,1.20017	
12,1,100,33,0.9,0.01,1.19844	
12,1,100,33,0.9,0.033,1.19844	
12,1,100,33,0.9,0.1,1.19869	
12,1,100,33,0.9,0.33,1.19869	
12,1,100,330,0.01,0.001,1.20389	
12,1,100,330,0.01,0.0033,1.20389	
12,1,100,330,0.01,0.01,1.20486	
12,1,100,330,0.01,0.033,1.20411	
12,1,100,330,0.01,0.1,1.20364	
12,1,100,330,0.01,0.33,1.20387	
12,1,100,330,0.033,0.001,1.20068	
12,1,100,330,0.033,0.0033,1.2019	
12,1,100,330,0.033,0.01,1.20115	
12,1,100,330,0.033,0.033,1.20041	
12,1,100,330,0.033,0.1,1.2029	
12,1,100,330,0.033,0.33,1.20115	
12,1,100,330,0.1,0.001,1.19894	
12,1,100,330,0.1,0.0033,1.20044	
12,1,100,330,0.1,0.01,1.20017	
12,1,100,330,0.1,0.033,1.19968	
12,1,100,330,0.1,0.1,1.20042	
12,1,100,330,0.1,0.33,1.2014	
12,1,100,330,0.3,0.001,1.20066	
12,1,100,330,0.3,0.0033,1.20068	
12,1,100,330,0.3,0.01,1.20164	
12,1,100,330,0.3,0.033,1.19995	
12,1,100,330,0.3,0.1,1.19918	
12,1,100,330,0.3,0.33,1.20091	
12,1,100,330,0.9,0.001,1.20017	
12,1,100,330,0.9,0.0033,1.19968	
12,1,100,330,0.9,0.01,1.20017	
12,1,100,330,0.9,0.033,1.19942	
12,1,100,330,0.9,0.1,1.20017	
12,1,100,330,0.9,0.33,1.20115	
12,1,1000,100,0.01,0.001,1.20216	
12,1,1000,100,0.01,0.0033,1.20167	
12,1,1000,100,0.01,0.01,1.2019	
12,1,1000,100,0.01,0.033,1.20116	
12,1,1000,100,0.01,0.1,1.2014	
12,1,1000,100,0.01,0.33,1.20165	
12,1,1000,100,0.033,0.001,1.20116	
12,1,1000,100,0.033,0.0033,1.2014	
12,1,1000,100,0.033,0.01,1.2009	
12,1,1000,100,0.033,0.033,1.2019	
12,1,1000,100,0.033,0.1,1.20142	
12,1,1000,100,0.033,0.33,1.19968	
12,1,1000,100,0.1,0.001,1.20093	
12,1,1000,100,0.1,0.0033,1.20042	
12,1,1000,100,0.1,0.01,1.20142	
12,1,1000,100,0.1,0.033,1.20068	
12,1,1000,100,0.1,0.1,1.20165	
12,1,1000,100,0.1,0.33,1.20041	
12,1,1000,100,0.3,0.001,1.2014	
12,1,1000,100,0.3,0.0033,1.20192	
12,1,1000,100,0.3,0.01,1.20113	
12,1,1000,100,0.3,0.033,1.20066	
12,1,1000,100,0.3,0.1,1.20113	
12,1,1000,100,0.3,0.33,1.20116	
12,1,1000,100,0.9,0.001,1.20164	
12,1,1000,100,0.9,0.0033,1.20091	
12,1,1000,100,0.9,0.01,1.20042	
12,1,1000,100,0.9,0.033,1.20039	
12,1,1000,100,0.9,0.1,1.20038	
12,1,1000,100,0.9,0.33,1.19992	
12,1,1000,1000,0.9,0.0033,1.20165	
12,1,1000,1000,0.9,0.01,1.20216	
12,1,1000,1000,0.9,0.033,1.20115	
12,1,1000,1000,0.9,0.1,1.20214	
12,1,1000,1000,0.9,0.33,1.20214	
12,1,1000,33,0.01,0.001,1.2009	
12,1,1000,33,0.01,0.0033,1.20115	
12,1,1000,33,0.01,0.01,1.20068	
12,1,1000,33,0.01,0.033,1.20164	
12,1,1000,33,0.01,0.1,1.20214	
12,1,1000,33,0.01,0.33,1.20042	
12,1,1000,33,0.033,0.001,1.20241	
12,1,1000,33,0.033,0.0033,1.20066	
12,1,1000,33,0.033,0.01,1.19943	
12,1,1000,33,0.033,0.033,1.20091	
12,1,1000,33,0.033,0.1,1.2009	
12,1,1000,33,0.033,0.33,1.20014	
12,1,1000,33,0.1,0.001,1.20116	
12,1,1000,33,0.1,0.0033,1.20019	
12,1,1000,33,0.1,0.01,1.1999	
12,1,1000,33,0.1,0.033,1.2019	
12,1,1000,33,0.1,0.1,1.19968	
12,1,1000,33,0.1,0.33,1.20016	
12,1,1000,33,0.3,0.001,1.20068	
12,1,1000,33,0.3,0.0033,1.20041	
12,1,1000,33,0.3,0.01,1.19968	
12,1,1000,33,0.3,0.033,1.20017	
12,1,1000,33,0.3,0.1,1.19918	
12,1,1000,33,0.3,0.33,1.2014	
12,1,1000,33,0.9,0.001,1.20066	
12,1,1000,33,0.9,0.0033,1.19942	
12,1,1000,33,0.9,0.01,1.20016	
12,1,1000,33,0.9,0.033,1.19968	
12,1,1000,33,0.9,0.1,1.20066	
12,1,1000,33,0.9,0.33,1.19992	
12,1,1000,330,0.01,0.001,1.20387	
12,1,1000,330,0.01,0.0033,1.2046	
12,1,1000,330,0.01,0.01,1.20362	
12,1,1000,330,0.01,0.033,1.20241	
12,1,1000,330,0.01,0.1,1.20337	
12,1,1000,330,0.01,0.33,1.20239	
12,1,1000,330,0.033,0.001,1.20288	
12,1,1000,330,0.033,0.0033,1.20142	
12,1,1000,330,0.033,0.01,1.20214	
12,1,1000,330,0.033,0.033,1.20238	
12,1,1000,330,0.033,0.1,1.20165	
12,1,1000,330,0.033,0.33,1.2019	
12,1,1000,330,0.1,0.001,1.2014	
12,1,1000,330,0.1,0.0033,1.20116	
12,1,1000,330,0.1,0.01,1.20091	
12,1,1000,330,0.1,0.033,1.20115	
12,1,1000,330,0.1,0.1,1.20066	
12,1,1000,330,0.1,0.33,1.2029	
12,1,1000,330,0.3,0.001,1.20093	
12,1,1000,330,0.3,0.0033,1.20093	
12,1,1000,330,0.3,0.01,1.20216	
12,1,1000,330,0.3,0.033,1.20216	
12,1,1000,330,0.3,0.1,1.20116	
12,1,1000,330,0.3,0.33,1.20165	
12,1,1000,330,0.9,0.001,1.2014	
12,1,1000,330,0.9,0.0033,1.20142	
12,1,1000,330,0.9,0.01,1.20164	
12,1,1000,330,0.9,0.033,1.20066	
12,1,1000,330,0.9,0.1,1.20288	
12,1,1000,330,0.9,0.33,1.20091	
12,1,330,100,0.01,0.001,1.20066	
12,1,330,100,0.01,0.0033,1.20167	
12,1,330,100,0.01,0.01,1.2014	
12,1,330,100,0.01,0.033,1.20214	
12,1,330,100,0.01,0.1,1.20337	
12,1,330,100,0.01,0.33,1.20337	
12,1,330,100,0.033,0.001,1.19994	
12,1,330,100,0.033,0.0033,1.20091	
12,1,330,100,0.033,0.01,1.2009	
12,1,330,100,0.033,0.033,1.20066	
12,1,330,100,0.033,0.1,1.20115	
12,1,330,100,0.033,0.33,1.2014	
12,1,330,100,0.1,0.001,1.19946	
12,1,330,100,0.1,0.0033,1.20189	
12,1,330,100,0.1,0.01,1.19967	
12,1,330,100,0.1,0.033,1.20041	
12,1,330,100,0.1,0.1,1.20164	
12,1,330,100,0.1,0.33,1.20017	
12,1,330,100,0.3,0.001,1.20115	
12,1,330,100,0.3,0.0033,1.19967	
12,1,330,100,0.3,0.01,1.2002	
12,1,330,100,0.3,0.033,1.19942	
12,1,330,100,0.3,0.1,1.19992	
12,1,330,100,0.3,0.33,1.19967	
12,1,330,100,0.9,0.001,1.19995	
12,1,330,100,0.9,0.0033,1.2019	
12,1,330,100,0.9,0.01,1.20165	
12,1,330,100,0.9,0.033,1.19992	
12,1,330,100,0.9,0.1,1.2009	
12,1,330,100,0.9,0.33,1.20016	
12,1,330,1000,0.01,0.001,1.20635	
12,1,330,1000,0.01,0.0033,1.20535	
12,1,330,1000,0.01,0.01,1.20609	
12,1,330,1000,0.01,0.033,1.20288	
12,1,330,1000,0.01,0.1,1.20387	
12,1,330,1000,0.01,0.33,1.20562	
12,1,330,1000,0.033,0.001,1.20165	
12,1,330,1000,0.033,0.0033,1.20239	
12,1,330,1000,0.033,0.01,1.20288	
12,1,330,1000,0.033,0.033,1.2019	
12,1,330,1000,0.033,0.1,1.20263	
12,1,330,1000,0.033,0.33,1.20239	
12,1,330,1000,0.1,0.001,1.20116	
12,1,330,1000,0.1,0.0033,1.20165	
12,1,330,1000,0.1,0.01,1.2014	
12,1,330,1000,0.1,0.033,1.20091	
12,1,330,1000,0.1,0.1,1.20115	
12,1,330,1000,0.1,0.33,1.20189	
12,1,330,1000,0.3,0.001,1.20164	
12,1,330,1000,0.3,0.0033,1.20165	
12,1,330,1000,0.3,0.01,1.20192	
12,1,330,1000,0.3,0.033,1.20115	
12,1,330,1000,0.3,0.1,1.20116	
12,1,330,1000,0.3,0.33,1.20139	
12,1,330,1000,0.9,0.001,1.20116	
12,1,330,1000,0.9,0.0033,1.20167	
12,1,330,1000,0.9,0.01,1.20167	
12,1,330,1000,0.9,0.033,1.2014	
12,1,330,1000,0.9,0.1,1.20238	
12,1,330,1000,0.9,0.33,1.20263	
12,1,330,33,0.01,0.001,1.20214	
12,1,330,33,0.01,0.0033,1.1999	
12,1,330,33,0.01,0.01,1.20115	
12,1,330,33,0.01,0.033,1.20264	
12,1,330,33,0.01,0.1,1.1997	
12,1,330,33,0.01,0.33,1.19992	
12,1,330,33,0.033,0.001,1.1999	
12,1,330,33,0.033,0.0033,1.20017	
12,1,330,33,0.033,0.01,1.20042	
12,1,330,33,0.033,0.033,1.20042	
12,1,330,33,0.033,0.1,1.20164	
12,1,330,33,0.033,0.33,1.20017	
12,1,330,33,0.1,0.001,1.20142	
12,1,330,33,0.1,0.0033,1.19945	
12,1,330,33,0.1,0.01,1.20115	
12,1,330,33,0.1,0.033,1.20066	
12,1,330,33,0.1,0.1,1.19945	
12,1,330,33,0.1,0.33,1.19942	
12,1,330,33,0.3,0.001,1.19868	
12,1,330,33,0.3,0.0033,1.19967	
12,1,330,33,0.3,0.01,1.20066	
12,1,330,33,0.3,0.033,1.19943	
12,1,330,33,0.3,0.1,1.20042	
12,1,330,33,0.3,0.33,1.20041	
12,1,330,33,0.9,0.001,1.19968	
12,1,330,33,0.9,0.0033,1.20017	
12,1,330,33,0.9,0.01,1.1997	
12,1,330,33,0.9,0.033,1.19967	
12,1,330,33,0.9,0.1,1.19943	
12,1,330,33,0.9,0.33,1.19943	
12,1,330,330,0.01,0.001,1.20362	
12,1,330,330,0.01,0.0033,1.20264	
12,1,330,330,0.01,0.01,1.20386	
12,1,330,330,0.01,0.033,1.2051	
12,1,330,330,0.01,0.1,1.20313	
12,1,330,330,0.01,0.33,1.20436	
12,1,330,330,0.033,0.001,1.20068	
12,1,330,330,0.033,0.0033,1.20264	
12,1,330,330,0.033,0.01,1.20066	
12,1,330,330,0.033,0.033,1.20337	
12,1,330,330,0.033,0.1,1.2014	
12,1,330,330,0.033,0.33,1.20213	
12,1,330,330,0.1,0.001,1.20115	
12,1,330,330,0.1,0.0033,1.20116	
12,1,330,330,0.1,0.01,1.20116	
12,1,330,330,0.1,0.033,1.20139	
12,1,330,330,0.1,0.1,1.20164	
12,1,330,330,0.1,0.33,1.20039	
12,1,330,330,0.3,0.001,1.20116	
12,1,330,330,0.3,0.0033,1.20066	
12,1,330,330,0.3,0.01,1.20042	
12,1,330,330,0.3,0.033,1.20044	
12,1,330,330,0.3,0.1,1.20068	
